Date,Recorder,Map,Player1,Player2,Player3,Player4,vs,Player5,Player6,Player7,Player8,link
04.02.2023,(Гриша),Мрачный карнавал,Ден,Джун,Вадим,Марина,против,Миша,Гриша,Сеньор,Ондрей,https://youtu.be/qCkwbwCZ48g
04.02.2023,(Гриша),Нет милосердию,Ден,Джун,Вадим,Марина,против,Миша,Гриша,Сеньор,Ондрей,https://youtu.be/1mfAkHTu7yM
04.02.2023,(Ден),Мрачный карнавал,Марина,Вадим,Ден,Джун,против,Сеньор,Гриша,Ондрей,Миша,https://youtu.be/FEs_8YsUjos
04.02.2023,(Ден),Нет милосердию,Марина,Вадим,Ден,Джун,против,Сеньор,Гриша,Ондрей,Миша,https://youtu.be/B6n9ZaPi2Kw
03.02.2023,(Сеньор),жертва,Вадим,Миша,Джун,Бот,против,Сеньор,Ваня,Гриша,Бот,https://youtu.be/L8bQJOVWFIE
03.02.2023,(Сеньор),Переход,Вадим,Миша,Гриша,Бот,против,Сеньор,Ваня,Джун,Бот,https://youtu.be/KDomcglicFc
03.02.2023,(Гриша),Переход,Вадим,Миша,Гриша,Бот,против,Сеньор,Ваня,Джун,Бот,https://youtu.be/475jhYCe_70
03.02.2023,(Гриша),жертва,Вадим,Миша,Джун,Бот,против,Сеньор,Ваня,Гриша,Бот,https://youtu.be/owLrCERM6L4
29.01.2023,(Ден),Приход,Ваня,Ондрей,Миша,Вадим,против,Ден,Данил,Гриша,Бот,https://youtu.be/MUgpoxfjaq8
29.01.2023,(Ден),Кровавая жатва,Вадим,Ден,Данил,Бот,против,Ондрей,Миша,Гриша,Ваня,https://youtu.be/VZS6pZoSDCc
29.01.2023,(Гриша),Приход,Вадим,Миша,Ваня,Ондрей,против,Ден,Данил,Гриша,Бот,https://youtu.be/AnZbpCqAiE0
29.01.2023,(Гриша),Кровавая жатва,Гриша,Миша,Ваня,Ондрей,против,Ден,Данил,Вадим,Бот,https://youtu.be/8vx5Wo3GZUI
28.01.2023,(Гриша),Смерть в воздухе,Гриша,Данил,Ваня,Юран,против,Ден,Вадим,Ондрей,Миша,https://youtu.be/8HZdHktKER8
28.01.2023,(Гриша),Вымерший центр,Гриша,Ваня,Данил,Джун,против,Ден,Вадим,Ондрей,Миша,https://youtu.be/Uug7T9hHwhk
28.01.2023,(Ден),Смерть в воздухе,Ден,Ондрей,Вадим,Миша,против,Данил,Гриша,Ваня,Юран,https://youtu.be/bgfEW4TavWg
28.01.2023,(Ден),Вымерший центр,Ден,Ондрей,Вадим,Миша,против,Данил,Гриша,Ваня,Джун,https://youtu.be/Kt94Kf3hOLo
22.01.2023,(Данил),Ливень,Ден,Вадим,Ондрей,Бот,против,Данил,Миша,Ваня,Бот,https://youtu.be/2x37B_tyoFs
21.01.2023,(Данил),Приход,Гриша,Сеньор,Ден,Юран,против,Данил,Вадим,Ондрей,Джун,https://youtu.be/rIoVr122EVA
21.01.2023,(Гриша),Приход,Гриша,Сеньор,Ден,Юран,против,Данил,Вадим,Ондрей,Джун,https://youtu.be/oUyvU-BYFGg
15.01.2023,(Данил),Мрачный Карнавал,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/LojgLxfnD58
15.01.2023,(Гриша),Мрачный карнавал,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/pZ09TLjI_PY
15.01.2023,(Ден),Мрачный карнавал,Вадим,Сеньор,Ден,Миша,против,Данил,Гриша,Ваня,Ондрей,https://youtu.be/iW-yF_8QiTA
15.01.2023,(Сеньор),Нет милосердию,Миша,Ондрей,Ваня,Данил,против,Ден,Вадим,Гриша,Сеньор,https://youtu.be/a61qOEO8aJE
15.01.2023,(Данил),Нет милосердию,Миша,Ондрей,Ваня,Данил,против,Ден,Вадим,Гриша,Сеньор,https://youtu.be/1Eum6tJpJdU
15.01.2023,(Гриша),Нет милосердию,Миша,Ондрей,Ваня,Данил,против,Ден,Вадим,Гриша,Сеньор,https://youtu.be/Qwd6fc0xQUM
13.01.2023,(Ден),Роковой полет,Вадим,Джун,Ден,Бот,против,Данил,Гриша,Ваня,Бот,https://youtu.be/ZH4MgLNAc1w
08.01.2023,(Сеньор),Последний рубеж,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/5opeiBvrFVM
08.01.2023,(Данил),Последний рубеж,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/rBf5rZw63II
08.01.2023,(Ден),Последний рубеж,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/XX45SQgor0A
08.01.2023,(Данил),Похоронный звон,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/bnHak0GSzaI
08.01.2023,(Гриша),Похоронный звон,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/6gi3UmQ9C20
08.01.2023,(Ден),Похоронный звон,Гриша,Ондрей,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/Y_btl4WDF0Y
07.01.2023,(Данил),Болотная лихорадка,Гриша,Джун,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/hlqaUiaeRuY
07.01.2023,(Ден),Болотная лихорадка,Гриша,Джун,Ваня,Данил,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/m0_g29tdTUQ
07.01.2023,(Данил),Холодный ручей,Джун,Гриша,Данил,Ваня,против,Ден,Вадим,Миша,Сеньор,https://youtu.be/8UxhpRwZ9Oo
07.01.2023,(Ден),Холодный ручей,Ден,Вадим,Миша,Сеньор,против,Джун,Данил,Юран,Ваня,https://youtu.be/H2J--16Y2ng
05.01.2023,(Сеньор),Вымерший центр,Вадим,Ден,Миша,Сеньор,против,Данил,Джун,Юран,Ваня,https://youtu.be/8n-a-plWlNI
05.01.2023,(Данил),Нет милосердию,Ден,Вадим,Миша,Сеньор,против,Джун,Данил,Юран,Ваня,https://youtu.be/QCnTmhTNzLI
05.01.2023,(Ден),Нет милосердию,Ден,Вадим,Миша,Сеньор,против,Джун,Данил,Юран,Ваня,https://youtu.be/iYtRv-TdtSg
05.01.2023,(Данил),Вымерший центр,Ден,Вадим,Миша,Сеньор,против,Джун,Данил,Юран,Ваня,https://youtu.be/cXuBoV-ImB4
05.01.2023,(Ден),Вымерший центр,Ден,Вадим,Миша,Сеньор,против,Джун,Данил,Юран,Ваня,https://youtu.be/tu6q298T418
04.01.2023,(Данил),Мрачный Карнавал,Данил,Гриша,Ваня,Джун,против,Ондрей/Сеньор,Вадим,Миша,Ден,https://youtu.be/t8dFK5tjmEY
04.01.2023,(Ден),Кровавая жатва,Ден,Данил,Ваня,Гриша,против,Миша,Ондрей,Джун,Вадим,https://youtu.be/Z0skxz787q4=
01.01.2023,(Ден),Приход,Ваня,Сеньор,Миша,Ден,против,Данил,Ондрей,Джун,Гриша,https://youtu.be/yOTJLJ8KIHs
01.01.2023,(Ден),жертва,Сеньор,Джун,Ден,Вадим,против,Миша,Гриша,Ваня,Данил,https://youtu.be/f57tr8ZYqQ8
01.01.2023,(Ден),Переход,Данил,Ондрей,Гриша,Ден,против,Сеньор,Миша,Ваня,Джун,https://youtu.be/rjRXrP0A4GU
01.01.2023,(Сеньор),Переход,Данил,Ондрей,Гриша,Ден,против,Сеньор,Миша,Ваня,Джун,https://youtu.be/Fzd8mfeqodk=202=
25.12.2022,(Данил),Ливень,Ден,Сеньор,Гриша,Бот,против,Данил,Джун,Ваня,Вадим, https://www.youtube.com/watch?v=A8GaLAAmbPQ
25.12.2022,(Данил),Смерть в воздухе,Ден,Сеньор,Гриша,Бот,против,Данил,Вадим,Джун,Бот,https://www.youtube.com/watch?v=62x2n9_fS1o
25.12.2022,(Данил),Ливень,Ден,Сеньор,Гриша,Бот,против,Данил,Джун,Ваня,Вадим,https://www.youtube.com/watch?v=A8GaLAAmbPQ
25.12.2022,(Данил),Смерть в воздухе,Ден,Сеньор,Гриша,Бот,против,Дан,Вадим,Джун,Бот,https://www.youtube.com/watch?v=62x2n9_fS1o
25.12.2022,(Ден),Смерть в воздухе,Ден,Сеньор,Гриша,Бот,против,Дан,Вадим,Джун,Бот,https://youtu.be/j3tgKztH7dk
25.12.2022,(Ден),Ливень,Ден,Сеньор,Гриша,Бот,против,Дан,Джун,Вадим,Ваня,https://youtu.be/IGOnWZM5wjk
18.12.2022,(Данил),Переход,Миша,Ваня,Данил,Бот,против,Ондрей,Вадим,Гриша,Бот,https://www.youtube.com/watch?v=wRQcbhcdTZY
17.12.2022,(Данил),Нет милосердию,Данил,Ден,Миша,Бот,против,Сеньор,Джун,Гриша,Ваня,https://youtu.be/5Huxoi6Z8Z0
17.12.2022,(Сеньор),Нет милосердию,Данил,Ден,Миша,Бот,против,Сеньор,Джун,Гриша,Ваня,https://youtu.be/XgEnTpVrP-0
17.12.2022,(Ден),Болотная лихорадка,Данил,Ден,Вадим,Ваня,против,Гриша,Миша,Джун,Сеньор,https://www.youtube.com/watch?v=fTzTBxb9hk4
10.12.2022,(Сеньор),Мрачный карнавал,Сеньор,Ден,Гриша,Ондрей,против,Джун,Миша,Данил,Бот,https://youtu.be/_MfZ66UVtlE
10.12.2022,(Сеньор),Смерть в воздухе,Сеньор,Джун,Дима,Бот,против,Миша,Ден,Гриша,Бот,https://youtu.be/sdx3xSCAXh8
11.12.2022,(Сеньор),Похоронный звон,Сеньор,Миша,Гриша,Бот,против,Вадим,Ден,Ваня,Бот,https://youtu.be/pbLPMgM2RSQ
11.12.2022,(Ден),Похоронный звон,Сеньор,Миша,Гриша,Бот,против,Вадим,Ден,Ваня,Бот,https://youtu.be/QLgD-Bn9v0k
11.12.2022,(Ден),Кровавая жатва,Ден,Сеньор,Джун,Ваня,против,Ондрей,Миша,Гриша,Бот,https://youtu.be/vuHJu8xgOGE
10.12.2022,(Ден),Смерть в воздухе,Ден,Миша,Гриша,Бот,против,Дима,Джун,Сеньор,Бот,https://youtu.be/cC3P_8hhawM
27.11.2022,(Данил),Переход,Дима,Джун,Вадим,Ден,против,Миша,Данил,Сеньор,Юран,https://youtu.be/E0zcZfu5gdk
27.11.2022,(Ден),Переход,Дима,Джун,Вадим,Ден,против,Миша,Данил,Сеньор,Юран,https://youtu.be/GzPxKU8cE4M
03.11.2022,(Ден),Кровавая жатва,Миша,Ондрей,Данил,Бот,против,Джун,Вадим,Ден,Бот,https://youtu.be/SoIsS-L5alI
28.10.2022,(Данил),Смерть в воздухе,Джун,Сеньор,Ден,Бот,против,Вадим,Данил,Ондрей,Юран,https://youtu.be/qBIkO-ZhbbU
